seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr11	14664821	14664915	95	*	X04571	5682	14515188	14665180	149993	-	0	inside	264	PSMA1
chr11	14666717	14666806	90	*	X04572	5682	14515188	14665180	149993	-	1536	upstream	1536	PSMA1
chr11	17035579	17035668	90	*	X04588	144100	16800548	17035963	235416	-	0	inside	294	PLEKHA7
chr11	17035951	17036055	105	*	X04589	144100	16800548	17035963	235416	-	0	overlapStart	0	PLEKHA7
chr11	17037061	17037096	36	*	X04590	144100	16800548	17035963	235416	-	1097	upstream	1097	PLEKHA7
chr11	17373582	17373716	135	*	X04592	374383	17373309	17398868	25560	+	0	inside	272	NCR3LG1
chr11	17410655	17410714	60	*	X04595	3767	17406796	17410878	4083	-	0	inside	163	KCNJ11
chr11	17410895	17411029	135	*	X04596	3767	17406796	17410878	4083	-	16	upstream	16	KCNJ11
chr11	17411045	17411149	105	*	X04597	3767	17406796	17410878	4083	-	166	upstream	166	KCNJ11
chr11	17498383	17498438	56	*	X04598	6833	17414432	17498449	84018	-	0	inside	10	ABCC8
chr11	17498640	17498804	165	*	X04599	6833	17414432	17498449	84018	-	190	upstream	190	ABCC8
chr11	17740813	17741005	193	*	X04603	4654	17741110	17743678	2569	+	104	upstream	104	MYOD1
chr11	17741253	17741296	44	*	X04604	4654	17741110	17743678	2569	+	0	inside	142	MYOD1
chr11	17756177	17756281	105	*	X04607	3746	17757495	17804602	47108	+	1213	upstream	1213	KCNC1
chr11	17756391	17756510	120	*	X04608	3746	17757495	17804602	47108	+	984	upstream	984	KCNC1
chr11	17756807	17756956	150	*	X04609	3746	17757495	17804602	47108	+	538	upstream	538	KCNC1
chr11	17756961	17757127	167	*	X04610	3746	17757495	17804602	47108	+	367	upstream	367	KCNC1
chr11	18034131	18034355	225	*	X04612	26297	17809597	18034637	225041	-	0	inside	281	SERGEF
chr11	18127373	18127462	90	*	X04613	113174	18101890	18127638	25749	-	0	inside	175	SAAL1
chr11	18344326	18344400	75	*	X04614	11234	18300217	18343721	43505	-	604	upstream	604	HPS5
chr11	18415901	18416050	150	*	X04615	3939	18415936	18429765	13830	+	0	overlapStart	0	LDHA
chr11	18655846	18655950	105	*	X04620	144108	18627948	18656020	28073	-	0	inside	69	SPTY2D1
chr11	18747813	18747827	15	*	X04625	283284	18725852	18747777	21926	-	35	upstream	35	IGSF22
chr11	18814203	18814337	135	*	X04629	84867	18749475	18814268	64794	-	0	overlapStart	0	PTPN5
chr11	18814623	18814631	9	*	X04630	84867	18749475	18814268	64794	-	354	upstream	354	PTPN5
chr11	19138480	19138494	15	*	X04631	54503	19138692	19197967	59276	+	197	upstream	197	ZDHHC13
chr11	19138553	19138629	77	*	X04632	54503	19138692	19197967	59276	+	62	upstream	62	ZDHHC13
chr11	19138765	19139019	255	*	X04633	54503	19138692	19197967	59276	+	0	inside	72	ZDHHC13
chr11	19263185	19263259	75	*	X04636	79733	19245610	19263202	17593	-	0	overlapStart	0	E2F8
chr11	19263395	19263499	105	*	X04637	79733	19245610	19263202	17593	-	192	upstream	192	E2F8
chr11	19736128	19736224	97	*	X04640	100126784	19732480	19736218	3739	-	0	overlapStart	0	LOC100126784
chr11	20408618	20408692	75	*	X04654	10196	20409076	20530879	121804	+	383	upstream	383	PRMT3
chr11	20409008	20409097	90	*	X04655	10196	20409076	20530879	121804	+	0	overlapStart	0	PRMT3
chr11	20619230	20619364	135	*	X04657	9152	20620946	20676610	55665	+	1581	upstream	1581	SLC6A5
chr11	20620085	20620171	87	*	X04658	9152	20620946	20676610	55665	+	774	upstream	774	SLC6A5
chr11	20690462	20690596	135	*	X04659	4745	20691117	21597229	906113	+	520	upstream	520	NELL1
chr11	22214487	22214621	135	*	X04660	203859	22214722	22304913	90192	+	100	upstream	100	ANO5
chr11	22851296	22851444	149	*	X04663	258010	22843598	22851382	7785	-	0	overlapStart	0	SVIP
chr11	27494610	27494712	103	*	X04666	55366	27387508	27494334	106827	-	275	upstream	275	LGR4
chr11	27494508	27494583	76	*	X04667	55366	27387508	27494334	106827	-	173	upstream	173	LGR4
chr11	27528326	27528430	105	*	X04668	497258	27528399	27719718	191320	+	0	overlapStart	0	BDNF-AS
chr11	27528326	27528430	105	*	X04668	55327	27515965	27528326	12362	-	0	overlapStart	0	LIN7C
chr11	27656486	27656590	105	*	X04670	101410541	27639173	27656174	17002	-	311	upstream	311	LINC00678
chr11	27743602	27743736	135	*	X04681	627	27676442	27743605	67164	-	0	overlapStart	0	BDNF
chr11	27744146	27744310	165	*	X04682	627	27676442	27743605	67164	-	540	upstream	540	BDNF
chr11	27744416	27744535	120	*	X04683	627	27676442	27743605	67164	-	810	upstream	810	BDNF
chr11	28129402	28129521	120	*	X04684	196074	28129798	28355054	225257	+	276	upstream	276	METTL15
chr11	28129402	28129521	120	*	X04684	81930	28042163	28129746	87584	-	0	inside	224	KIF18A
chr11	30038205	30038339	135	*	X04685	3739	30031288	30038577	7290	-	0	inside	237	KCNA4
chr11	30038351	30038440	90	*	X04686	3739	30031288	30038577	7290	-	0	inside	136	KCNA4
chr11	30038876	30038995	120	*	X04687	3739	30031288	30038577	7290	-	298	upstream	298	KCNA4
chr11	30039266	30039355	90	*	X04688	3739	30031288	30038577	7290	-	688	upstream	688	KCNA4
chr11	31390456	31390528	73	*	X04694	120526	31391377	31454382	63006	+	848	upstream	848	DNAJC24
chr11	32457466	32457570	105	*	X04711	51352	32457285	32461620	4336	+	0	inside	180	WT1-AS
chr11	32457466	32457570	105	*	X04711	7490	32409322	32457081	47760	-	384	upstream	384	WT1
chr11	32457946	32458065	120	*	X04712	7490	32409322	32457081	47760	-	864	upstream	864	WT1
chr11	32914463	32914762	300	*	X04715	79832	32914792	33014862	100071	+	29	upstream	29	QSER1
chr11	33037615	33037749	135	*	X04719	91614	33037410	33055128	17719	+	0	inside	204	DEPDC7
chr11	33183411	33183500	90	*	X04720	338739	33183203	33213142	29940	+	0	inside	207	CSTF3-DT
chr11	33183411	33183500	90	*	X04720	1479	33106130	33183037	76908	-	373	upstream	373	CSTF3
chr11	33721869	33722153	285	*	X04725	100131378	33719654	33722286	2633	-	0	inside	132	C11orf91
chr11	33722319	33722528	210	*	X04726	100131378	33719654	33722286	2633	-	32	upstream	32	C11orf91
chr11	33757899	33758063	165	*	X04727	966	33724556	33758025	33470	-	0	overlapStart	0	CD59
chr11	33795787	33795936	150	*	X04728	26273	33762490	33796071	33582	-	0	inside	134	FBXO3
chr11	33796012	33796116	105	*	X04729	26273	33762490	33796071	33582	-	0	overlapStart	0	FBXO3
chr11	33796402	33796521	120	*	X04730	26273	33762490	33796071	33582	-	330	upstream	330	FBXO3
chr11	34072768	34072947	180	*	X04734	4076	34073230	34124157	50928	+	282	upstream	282	CAPRIN1
chr11	34073428	34073577	150	*	X04735	4076	34073230	34124157	50928	+	0	inside	197	CAPRIN1
chr11	34937956	34938015	60	*	X04739	8050	34937677	35017675	79999	+	0	inside	278	PDHX
chr11	34937956	34938015	60	*	X04739	51074	34896714	34937939	41226	-	16	upstream	16	APIP
chr11	34938046	34938165	120	*	X04740	51074	34896714	34937939	41226	-	106	upstream	106	APIP
chr11	35160167	35160204	38	*	X04741	960	35160417	35253949	93533	+	212	upstream	212	CD44
chr11	35639921	35639972	52	*	X04746	24147	35639735	35642421	2687	+	0	inside	185	FJX1
chr11	35965529	35965798	270	*	X04747	143458	35965612	36252841	287230	+	0	overlapStart	0	LDLRAD3
chr11	43333254	43333282	29	*	X04757	8539	43333505	43366080	32576	+	222	upstream	222	API5
chr11	43380634	43380738	105	*	X04758	55761	43380435	43516483	136049	+	0	inside	198	TTC17
chr11	43579392	43579541	150	*	X04763	100313777	43581206	43581303	98	+	1664	upstream	1664	MIR670
chr11	43579737	43579841	105	*	X04764	100313777	43581206	43581303	98	+	1364	upstream	1364	MIR670
chr11	43580277	43580472	196	*	X04765	100313777	43581206	43581303	98	+	733	upstream	733	MIR670
chr11	43601322	43601456	135	*	X04770	406918	43602944	43603033	90	+	1487	upstream	1487	MIR129-2
chr11	43601592	43601831	240	*	X04771	406918	43602944	43603033	90	+	1112	upstream	1112	MIR129-2
chr11	43601907	43602011	105	*	X04772	406918	43602944	43603033	90	+	932	upstream	932	MIR129-2
chr11	43602519	43602758	240	*	X04773	406918	43602944	43603033	90	+	185	upstream	185	MIR129-2
chr11	43602789	43602908	120	*	X04774	406918	43602944	43603033	90	+	35	upstream	35	MIR129-2
chr11	43963463	43963582	120	*	X04779	387763	43964106	43965433	1328	+	523	upstream	523	C11orf96
chr11	43963793	43963912	120	*	X04780	387763	43964106	43965433	1328	+	193	upstream	193	C11orf96
chr11	43963973	43964092	120	*	X04781	387763	43964106	43965433	1328	+	13	upstream	13	C11orf96
chr11	43964175	43964324	150	*	X04782	387763	43964106	43965433	1328	+	0	inside	68	C11orf96
chr11	44331701	44331746	46	*	X04788	60529	44282278	44331716	49439	-	0	overlapStart	0	ALX4
chr11	44586760	44586760	1	*	X04791	3732	44587141	44641315	54175	+	380	upstream	380	CD82
chr11	44587130	44587239	110	*	X04792	3732	44587141	44641315	54175	+	0	overlapStart	0	CD82
chr11	44972524	44972613	90	*	X04803	9537	44953899	44972857	18959	-	0	inside	243	TP53I11
chr11	45307882	45307955	74	*	X04806	57586	45261853	45307884	46032	-	0	overlapStart	0	SYT13
chr11	45687028	45687194	167	*	X04810	8534	45669239	45687206	17968	-	0	inside	11	CHST1
chr11	45868948	45869082	135	*	X04814	1408	45868669	45904799	36131	+	0	inside	278	CRY2
chr11	45907173	45907242	70	*	X04816	9479	45907047	45928016	20970	+	0	inside	125	MAPK8IP1
chr11	45907346	45907465	120	*	X04817	9479	45907047	45928016	20970	+	0	inside	298	MAPK8IP1
chr11	45943314	45943433	120	*	X04823	120071	45943196	45950647	7452	+	0	inside	117	LARGE2
chr11	46142771	46142905	135	*	X04827	51317	45950870	46142985	192116	-	0	inside	79	PHF21A
chr11	46143587	46143691	105	*	X04828	51317	45950870	46142985	192116	-	601	upstream	601	PHF21A
chr11	46143761	46143865	105	*	X04829	51317	45950870	46142985	192116	-	775	upstream	775	PHF21A
chr11	46144271	46144375	105	*	X04830	51317	45950870	46142985	192116	-	1285	upstream	1285	PHF21A
chr11	46299212	46299541	330	*	X04835	90993	46299228	46342972	43745	+	0	overlapStart	0	CREB3L1
chr11	46354353	46354487	135	*	X04843	8525	46354455	46402104	47650	+	0	overlapStart	0	DGKZ
chr11	46354533	46354607	75	*	X04844	8525	46354455	46402104	47650	+	0	inside	77	DGKZ
chr11	46402141	46402275	135	*	X04847	4192	46402334	46405387	3054	+	58	upstream	58	MDK
chr11	46402336	46402575	240	*	X04848	4192	46402334	46405387	3054	+	0	inside	1	MDK
chr11	46638593	46638742	150	*	X04858	9776	46638826	46697568	58743	+	83	upstream	83	ATG13
chr11	46638593	46638742	150	*	X04858	283254	46624856	46638777	13922	-	0	inside	34	HARBI1
chr11	46638998	46639117	120	*	X04859	9776	46638826	46697568	58743	+	0	inside	171	ATG13
chr11	46638998	46639117	120	*	X04859	283254	46624856	46638777	13922	-	220	upstream	220	HARBI1
chr11	46721888	46722262	375	*	X04860	79797	46722317	46727466	5150	+	54	upstream	54	ZNF408
chr11	46721888	46722262	375	*	X04860	392	46698625	46722215	23591	-	0	overlapStart	0	ARHGAP1
chr11	46940061	46940330	270	*	X04865	4038	46878268	46940173	61906	-	0	overlapStart	0	LRP4
chr11	46940616	46940735	120	*	X04866	4038	46878268	46940173	61906	-	442	upstream	442	LRP4
chr11	46958005	46958030	26	*	X04867	79096	46958240	47185931	227692	+	209	upstream	209	C11orf49
chr11	46958451	46958615	165	*	X04868	79096	46958240	47185931	227692	+	0	inside	210	C11orf49
chr11	47199082	47199163	82	*	X04869	84364	47185849	47198676	12828	-	405	upstream	405	ARFGAP2
chr11	47208562	47208666	105	*	X04872	29763	47199073	47208010	8938	-	551	upstream	551	PACSIN3
chr11	47291107	47291160	54	*	X04875	8567	47290927	47351582	60656	+	0	inside	179	MADD
chr11	47376431	47376565	135	*	X04878	91252	47377001	47438051	61051	+	435	upstream	435	SLC39A13
chr11	47376596	47376880	285	*	X04879	91252	47377001	47438051	61051	+	120	upstream	120	SLC39A13
chr11	47448134	47448253	120	*	X04883	5702	47440320	47448024	7705	-	109	upstream	109	PSMC3
chr11	47574418	47574537	120	*	X04885	10658	47487489	47574792	87304	-	0	inside	254	CELF1
chr11	47600173	47600367	195	*	X04886	55709	47593749	47600567	6819	-	0	inside	199	KBTBD4
chr11	47615959	47616093	135	*	X04888	114900	47611216	47615961	4746	-	0	overlapStart	0	C1QTNF4
chr11	47736645	47736779	135	*	X04889	79841	47681143	47736928	55786	-	0	inside	148	AGBL2
chr11	47870040	47870249	210	*	X04891	23279	47799670	47870057	70388	-	0	overlapStart	0	NUP160
chr11	48001440	48001544	105	*	X04893	5795	48002110	48192394	190285	+	565	upstream	565	PTPRJ
chr11	48001575	48001694	120	*	X04894	5795	48002110	48192394	190285	+	415	upstream	415	PTPRJ
chr11	48001875	48002264	390	*	X04895	5795	48002110	48192394	190285	+	0	overlapStart	0	PTPRJ
chr11	56947427	56947477	51	*	X04900	219527	56949221	56959188	9968	+	1743	upstream	1743	LRRC55
chr11	56947613	56948032	420	*	X04901	219527	56949221	56959188	9968	+	1188	upstream	1188	LRRC55
chr11	56948048	56948257	210	*	X04902	219527	56949221	56959188	9968	+	963	upstream	963	LRRC55
chr11	56948318	56948497	180	*	X04903	219527	56949221	56959188	9968	+	723	upstream	723	LRRC55
chr11	57091811	57092311	501	*	X04908	85456	57067103	57092413	25311	-	0	inside	101	TNKS1BP1
chr11	57102977	57103081	105	*	X04909	6749	57093459	57103351	9893	-	0	inside	269	SSRP1
chr11	57103256	57103345	90	*	X04910	6749	57093459	57103351	9893	-	0	inside	5	SSRP1
chr11	57103571	57103705	135	*	X04911	6749	57093459	57103351	9893	-	219	upstream	219	SSRP1
chr11	57194721	57194821	101	*	X04915	29015	57174427	57195053	20627	-	0	inside	231	SLC43A3
chr11	57226543	57226544	2	*	X04918	349667	57228339	57244384	16046	+	1794	upstream	1794	RTN4RL2
chr11	57226632	57226647	16	*	X04919	349667	57228339	57244384	16046	+	1691	upstream	1691	RTN4RL2
chr11	57227372	57227446	75	*	X04920	349667	57228339	57244384	16046	+	892	upstream	892	RTN4RL2
chr11	57227668	57227772	105	*	X04921	349667	57228339	57244384	16046	+	566	upstream	566	RTN4RL2
chr11	57227818	57228057	240	*	X04922	349667	57228339	57244384	16046	+	281	upstream	281	RTN4RL2
chr11	57228433	57228552	120	*	X04923	349667	57228339	57244384	16046	+	0	inside	93	RTN4RL2
chr11	57228613	57228717	105	*	X04924	349667	57228339	57244384	16046	+	0	inside	273	RTN4RL2
chr11	57283211	57283390	180	*	X04930	8501	57252004	57283192	31189	-	18	upstream	18	SLC43A1
chr11	57365036	57365155	120	*	X04934	710	57365027	57382326	17300	+	0	inside	8	SERPING1
chr11	57365276	57365470	195	*	X04935	710	57365027	57382326	17300	+	0	inside	248	SERPING1
chr11	57406347	57406706	360	*	X04943	406919	57408671	57408759	89	+	1964	upstream	1964	MIR130A
chr11	57417514	57417701	188	*	X04947	219539	57412560	57417417	4858	-	96	upstream	96	YPEL4
chr11	57424931	57424953	23	*	X04948	10978	57425216	57429337	4122	+	262	upstream	262	CLP1
chr11	57435705	57435854	150	*	X04949	25921	57435474	57468659	33186	+	0	inside	230	ZDHHC5
chr11	57479594	57479683	90	*	X04951	100528016	57479995	57586652	106658	+	311	upstream	311	TMX2-CTNND1
chr11	57479594	57479683	90	*	X04951	51075	57479995	57508445	28451	+	311	upstream	311	TMX2
chr11	57479594	57479683	90	*	X04951	219541	57471182	57479673	8492	-	0	overlapStart	0	MED19
chr11	58346426	58346490	65	*	X04955	386607	58346587	58393205	46619	+	96	upstream	96	ZFP91-CNTF
chr11	58346426	58346490	65	*	X04955	80829	58346587	58389023	42437	+	96	upstream	96	ZFP91
chr11	58346426	58346490	65	*	X04955	9404	58294344	58345693	51350	-	732	upstream	732	LPXN
chr11	58346571	58346860	290	*	X04956	386607	58346587	58393205	46619	+	0	overlapStart	0	ZFP91-CNTF
chr11	58346571	58346860	290	*	X04956	80829	58346587	58389023	42437	+	0	overlapStart	0	ZFP91
chr11	58346571	58346860	290	*	X04956	9404	58294344	58345693	51350	-	877	upstream	877	LPXN
chr11	58874370	58874452	83	*	X04958	374393	58874658	58894888	20231	+	205	upstream	205	FAM111B
chr11	59436303	59436482	180	*	X04971	219988	59404192	59436511	32320	-	0	inside	28	PATL1
chr11	59522784	59522948	165	*	X04972	6809	59522532	59573355	50824	+	0	inside	251	STX3
chr11	59578008	59578082	75	*	X04976	54948	59573608	59578345	4738	-	0	inside	262	MRPL16
chr11	60718979	60719608	630	*	X04981	51296	60704555	60719257	14703	-	0	overlapStart	0	SLC15A3
chr11	60928578	60928697	120	*	X04985	55048	60897728	60928916	31189	-	0	inside	218	VPS37C
chr11	60928893	60928997	105	*	X04986	55048	60897728	60928916	31189	-	0	overlapStart	0	VPS37C
chr11	60929328	60929432	105	*	X04987	55048	60897728	60928916	31189	-	411	upstream	411	VPS37C
chr11	61062799	61062903	105	*	X04990	220001	61025758	61062788	37031	-	10	upstream	10	VWCE
chr11	61099909	61100028	120	*	X04991	26007	61100654	61116231	15578	+	625	upstream	625	TKFC
chr11	61160107	61160301	195	*	X04992	51259	61159832	61166335	6504	+	0	inside	274	TMEM216
chr11	61196810	61196929	120	*	X04994	54949	61197597	61214239	16643	+	667	upstream	667	SDHAF2
chr11	61196960	61197334	375	*	X04995	54949	61197597	61214239	16643	+	262	upstream	262	SDHAF2
chr11	61196960	61197334	375	*	X04995	79869	61170120	61197464	27345	-	0	inside	129	CPSF7
chr11	61197350	61197484	135	*	X04996	54949	61197597	61214239	16643	+	112	upstream	112	SDHAF2
chr11	61197350	61197484	135	*	X04996	79869	61170120	61197464	27345	-	0	overlapStart	0	CPSF7
chr11	61275492	61275596	105	*	X04998	100616470	61276068	61276129	62	+	471	upstream	471	MIR4488
chr11	61275492	61275596	105	*	X04998	390205	61276272	61278490	2219	+	675	upstream	675	LRRC10B
chr11	61348377	61348496	120	*	X05004	9066	61281188	61348344	67157	-	32	upstream	32	SYT7
chr11	61349082	61349186	105	*	X05005	9066	61281188	61348344	67157	-	737	upstream	737	SYT7
chr11	61520354	61520758	405	*	X05010	745	61520121	61555989	35869	+	0	inside	232	MYRF
chr11	61583015	61583104	90	*	X05011	9415	61583728	61634825	51098	+	623	upstream	623	FADS2
chr11	61583015	61583104	90	*	X05011	100302263	61582633	61582712	80	-	302	upstream	302	MIR1908
chr11	61583563	61583682	120	*	X05012	9415	61583728	61634825	51098	+	45	upstream	45	FADS2
chr11	61583563	61583682	120	*	X05012	100302263	61582633	61582712	80	-	850	upstream	850	MIR1908
chr11	61584635	61584769	135	*	X05013	100302263	61582633	61582712	80	-	1922	upstream	1922	MIR1908
chr11	61584635	61584769	135	*	X05013	3992	61567097	61584529	17433	-	105	upstream	105	FADS1
chr11	61658885	61659124	240	*	X05020	3995	61640998	61659006	18009	-	0	overlapStart	0	FADS3
chr11	61659602	61659754	153	*	X05021	3995	61640998	61659006	18009	-	595	upstream	595	FADS3
chr11	61735773	61735892	120	*	X05026	2495	61731757	61735132	3376	-	640	upstream	640	FTH1
chr11	61891634	61891783	150	*	X05027	3619	61891445	61920635	29191	+	0	inside	188	INCENP
chr11	62314311	62314360	50	*	X05038	79026	62201014	62314332	113319	-	0	overlapStart	0	AHNAK
chr11	62314439	62314535	97	*	X05039	79026	62201014	62314332	113319	-	106	upstream	106	AHNAK
chr11	62314898	62314987	90	*	X05040	79026	62201014	62314332	113319	-	565	upstream	565	AHNAK
chr11	62342451	62342555	105	*	X05043	1937	62327073	62342401	15329	-	49	upstream	49	EEF1G
chr11	62369856	62370080	225	*	X05048	9219	62360675	62369312	8638	-	543	upstream	543	MTA2
chr11	62370549	62370623	75	*	X05049	9219	62360675	62369312	8638	-	1236	upstream	1236	MTA2
chr11	62380041	62380115	75	*	X05050	6094	62380213	62382592	2380	+	97	upstream	97	ROM1
chr11	62380041	62380115	75	*	X05050	256364	62369691	62380237	10547	-	0	inside	121	EML3
chr11	62380251	62380370	120	*	X05051	6094	62380213	62382592	2380	+	0	inside	37	ROM1
chr11	62380251	62380370	120	*	X05051	256364	62369691	62380237	10547	-	13	upstream	13	EML3
chr11	62380596	62380640	45	*	X05052	256364	62369691	62380237	10547	-	358	upstream	358	EML3
chr11	62389219	62389353	135	*	X05054	26229	62382768	62389647	6880	-	0	inside	293	B3GAT3
chr11	62389414	62389518	105	*	X05055	26229	62382768	62389647	6880	-	0	inside	128	B3GAT3
chr11	62389699	62389803	105	*	X05056	26229	62382768	62389647	6880	-	51	upstream	51	B3GAT3
chr11	62414221	62414243	23	*	X05058	23193	62392298	62414198	21901	-	22	upstream	22	GANAB
chr11	62432854	62432973	120	*	X05059	751071	62432779	62435954	3176	+	0	inside	74	CSKMT
chr11	62432854	62432973	120	*	X05059	692158	62432894	62433042	149	+	0	overlapStart	0	SNORA57
chr11	62438868	62438972	105	*	X05061	790955	62439126	62441162	2037	+	153	upstream	153	UQCC3
chr11	62438868	62438972	105	*	X05061	79081	62430289	62439241	8953	-	0	inside	268	LBHD1
chr11	62439364	62439438	75	*	X05062	790955	62439126	62441162	2037	+	0	inside	237	UQCC3
chr11	62439364	62439438	75	*	X05062	79081	62430289	62439241	8953	-	122	upstream	122	LBHD1
chr11	62473178	62473297	120	*	X05064	2785	62475066	62476678	1613	+	1768	upstream	1768	GNG3
chr11	62473844	62473948	105	*	X05065	2785	62475066	62476678	1613	+	1117	upstream	1117	GNG3
chr11	62474453	62474542	90	*	X05066	2785	62475066	62476678	1613	+	523	upstream	523	GNG3
chr11	62476934	62477053	120	*	X05067	26580	62457734	62477091	19358	-	0	inside	37	BSCL2
chr11	62494561	62494650	90	*	X05068	283237	62495584	62506108	10525	+	933	upstream	933	TTC9C
chr11	62494561	62494650	90	*	X05068	100534595	62457734	62494857	37124	-	0	inside	206	HNRNPUL2-BSCL2
chr11	62494561	62494650	90	*	X05068	221092	62480097	62494857	14761	-	0	inside	206	HNRNPUL2
chr11	62521266	62521430	165	*	X05069	79842	62518435	62521656	3222	-	0	inside	225	ZBTB3
chr11	62528934	62529084	151	*	X05073	5436	62529011	62534187	5177	+	0	overlapStart	0	POLR2G
chr11	62538820	62538939	120	*	X05074	10629	62538775	62554813	16039	+	0	inside	44	TAF6L
chr11	62572590	62572784	195	*	X05076	10482	62559598	62572964	13367	-	0	inside	179	NXF1
chr11	62573430	62573564	135	*	X05077	10482	62559598	62572964	13367	-	465	upstream	465	NXF1
chr11	62599239	62599373	135	*	X05081	6811	62574332	62599563	25232	-	0	inside	189	STX5
chr11	62599494	62599658	165	*	X05082	6811	62574332	62599563	25232	-	0	overlapStart	0	STX5
chr11	62600229	62600333	105	*	X05083	6811	62574332	62599563	25232	-	665	upstream	665	STX5
chr11	62690942	62691081	140	*	X05089	1128	62676151	62689012	12862	-	1929	upstream	1929	CHRM1
chr11	63258416	63258535	120	*	X05091	117245	63228876	63258680	29805	-	0	inside	144	PLAAT5
chr11	63381682	63381786	105	*	X05093	11145	63341944	63381941	39998	-	0	inside	154	PLAAT3
chr11	63448970	63449089	120	*	X05095	10313	63448922	63527363	78442	+	0	inside	47	RTN3
chr11	63535739	63535858	120	*	X05105	65998	63527364	63536113	8750	-	0	inside	254	C11orf95
chr11	63536339	63536473	135	*	X05106	65998	63527364	63536113	8750	-	225	upstream	225	C11orf95
chr11	63581016	63581105	90	*	X05107	144097	63580923	63595190	14268	+	0	inside	92	SPINDOC
chr11	63606333	63606452	120	*	X05109	2011	63606400	63678492	72093	+	0	overlapStart	0	MARK2
chr11	63684701	63685031	331	*	X05116	283248	63678693	63684316	5624	-	384	upstream	384	RCOR2
chr11	63685584	63685646	63	*	X05117	283248	63678693	63684316	5624	-	1267	upstream	1267	RCOR2
chr11	63685422	63685490	69	*	X05118	283248	63678693	63684316	5624	-	1105	upstream	1105	RCOR2
chr11	63686157	63686291	135	*	X05119	283248	63678693	63684316	5624	-	1840	upstream	1840	RCOR2
chr11	63706421	63706495	75	*	X05124	79829	63706442	63724446	18005	+	0	overlapStart	0	NAA40
chr11	63706547	63706846	300	*	X05125	79829	63706442	63724446	18005	+	0	inside	104	NAA40
chr11	63953740	63953994	255	*	X05135	10963	63953587	63972020	18434	+	0	inside	152	STIP1
chr11	63994511	63994600	90	*	X05138	83707	63991271	63993726	2456	-	784	upstream	784	TRPT1
chr11	64001861	64002130	270	*	X05140	7423	64002056	64006736	4681	+	0	overlapStart	0	VEGFB
chr11	64008606	64009100	495	*	X05141	2286	64008413	64011607	3195	+	0	inside	192	FKBP2
chr11	64014241	64014435	195	*	X05147	26472	64011951	64014413	2463	-	0	overlapStart	0	PPP1R14B
chr11	64017390	64017495	106	*	X05148	5331	64018995	64036924	17930	+	1499	upstream	1499	PLCB3
chr11	64018021	64018155	135	*	X05149	5331	64018995	64036924	17930	+	839	upstream	839	PLCB3
chr11	64019223	64019507	285	*	X05150	5331	64018995	64036924	17930	+	0	inside	227	PLCB3
chr11	64051968	64052102	135	*	X05155	56834	64051811	64056972	5162	+	0	inside	156	GPR137
chr11	64051968	64052102	135	*	X05155	572	64037300	64052176	14877	-	0	inside	73	BAD
chr11	64052178	64052297	120	*	X05156	572	64037300	64052176	14877	-	1	upstream	1	BAD
chr11	64052870	64053019	150	*	X05157	572	64037300	64052176	14877	-	693	upstream	693	BAD
chr11	64053425	64053529	105	*	X05158	572	64037300	64052176	14877	-	1248	upstream	1248	BAD
chr11	64053633	64053752	120	*	X05159	572	64037300	64052176	14877	-	1456	upstream	1456	BAD
chr11	64053798	64053857	60	*	X05160	572	64037300	64052176	14877	-	1621	upstream	1621	BAD
chr11	64058673	64058777	105	*	X05161	50801	64058793	64072239	13447	+	15	upstream	15	KCNK4
chr11	64066954	64066980	27	*	X05164	25858	64066818	64072239	5422	+	0	inside	135	CATSPERZ
chr11	64071353	64071442	90	*	X05168	2101	64073044	64084210	11167	+	1601	upstream	1601	ESRRA
chr11	64072493	64072627	135	*	X05169	2101	64073044	64084210	11167	+	416	upstream	416	ESRRA
chr11	64072960	64072966	7	*	X05170	2101	64073044	64084210	11167	+	77	upstream	77	ESRRA
chr11	64073213	64073377	165	*	X05171	2101	64073044	64084210	11167	+	0	inside	168	ESRRA
chr11	64084790	64084909	120	*	X05174	25824	64085560	64089295	3736	+	650	upstream	650	PRDX5
chr11	64084790	64084909	120	*	X05174	51504	64084165	64085033	869	-	0	inside	123	TRMT112
chr11	64085810	64085974	165	*	X05175	25824	64085560	64089295	3736	+	0	inside	249	PRDX5
chr11	64085810	64085974	165	*	X05175	51504	64084165	64085033	869	-	776	upstream	776	TRMT112
chr11	64086215	64086484	270	*	X05176	51504	64084165	64085033	869	-	1181	upstream	1181	TRMT112
chr11	64491313	64491330	18	*	X05193	9379	64373646	64490660	117015	-	652	upstream	652	NRXN2
chr11	64512838	64513092	255	*	X05198	10235	64494383	64512928	18546	-	0	overlapStart	0	RASGRP2
chr11	64513523	64513612	90	*	X05199	10235	64494383	64512928	18546	-	594	upstream	594	RASGRP2
chr11	64546041	64546130	90	*	X05204	7536	64532076	64546316	14241	-	0	inside	185	SF1
chr11	64546236	64546385	150	*	X05205	7536	64532076	64546316	14241	-	0	overlapStart	0	SF1
chr11	64546654	64546730	77	*	X05206	7536	64532076	64546316	14241	-	337	upstream	337	SF1
chr11	64570411	64570530	120	*	X05207	5871	64556609	64570713	14105	-	0	inside	182	MAP4K2
